No. Pesanan,Status Pesanan,Alasan Pembatalan,Status Pembatalan/ Pengembalian,No. Resi,Opsi Pengiriman,Antar ke counter/ pick-up,Pesanan Harus Dikirimkan Sebelum (Menghindari keterlambatan),Waktu Pengiriman Diatur,Waktu Pesanan Dibuat,Waktu Pembayaran Dilakukan,Metode Pembayaran,SKU Induk,Nama Produk,Nomor Referensi SKU,Nama Variasi,Harga Awal,Harga Setelah Diskon,Jumlah,Returned quantity,Total Harga Produk,Total Diskon,Diskon Dari Penjual,Diskon Dari Shopee,Berat Produk,Jumlah Produk di Pesan,Total Berat,Nama Gudang,Voucher Ditanggung Penjual,Cashback Koin,Voucher Ditanggung Shopee,Paket Diskon,Paket Diskon (Diskon dari Shopee),Paket Diskon (Diskon dari Penjual),Potongan Koin Shopee,Diskon Kartu Kredit,Ongkos Kirim Dibayar oleh Pembeli,Estimasi Potongan Biaya Pengiriman,Ongkos Kirim Pengembalian Barang,Total Pembayaran,Perkiraan Ongkos Kirim,Catatan dari Pembeli,Catatan,Username (Pembeli),Nama Penerima,No. Telepon,Alamat Pengiriman,Kota/Kabupaten,Provinsi,Waktu Pesanan Selesai
SP285828788721,Dibatalkan,Pesanan duplikat,Dibatalkan,,Express,Antar ke counter,2024-03-01 21:45:39,2024-02-29 20:45:39,2024-02-28 21:45:39,,GoPay,GDS-FOA-HAZ-60,Gendes Feminine Wash Foam Hazelnut 60ml,GDS-FOA-HAZ-60,Foam 60ml - Hazelnut,59000,54000,1,0,54000,5000,0,5000,0.15,1,0.15,Gudang Surabaya,0,2000,5000,0,0,0,2000,0,0,0,0,0,18000,,,hana_pratama510,Dewi Anggraini,8543261434,"Jl. Merdeka No. 179, Lhokseumawe",Lhokseumawe,Aceh,
SP185676842796,Selesai,,,SHP41633105976,Standar,Antar ke counter,2024-03-01 22:35:25,2024-03-01 00:35:25,2024-02-28 22:35:25,2024-02-28 22:57:25,Transfer Bank,GDS-SPR-BUB-60,Gendes Feminine Wash Spray Bubblegum 60ml,GDS-SPR-BUB-60,Spray 60ml - Bubblegum,59000,51000,2,0,102000,16000,6400,9600,0.15,2,0.3,Gudang Bandung,5000,0,0,0,0,0,0,0,8000,8000,0,105000,8000,,,ani_putri561,Tari Nugraha,8974787067,"Jl. Gatot Subroto No. 75, Cimahi",Cimahi,Jawa Barat,2024-03-03 23:35:25
SP246497626106,Selesai,,,SHP17443876328,Hemat,Pick-up,2024-03-02 09:05:19,2024-03-01 06:05:19,2024-02-29 09:05:19,2024-02-29 10:39:19,COD,GDS-BDL-SS-60,Gendes Bundle Spray+Spray 60ml,GDS-BDL-SS-60,Bundle Spray+Spray 60ml,110000,103000,1,0,103000,7000,0,7000,0.3,1,0.3,Gudang Surabaya,0,0,0,0,0,0,0,0,18000,18000,0,121000,18000,,,sri_susanto700,Tari Gunawan,8421187490,"Jl. Merdeka No. 72, Surabaya",Surabaya,Jawa Timur,2024-03-05 10:05:19
SP723986718338,Selesai,,,SHP14291498940,Instant,Pick-up,2024-03-02 14:01:47,2024-03-01 14:01:47,2024-02-29 14:01:47,2024-02-29 16:55:47,Dana,GDS-FOA-BUB-60,Gendes Feminine Wash Foam Bubblegum 60ml,GDS-FOA-BUB-60,Foam 60ml - Bubblegum,59000,51000,1,0,51000,8000,3200,4800,0.15,1,0.15,Gudang Bandung,0,0,5000,0,0,0,0,0,12000,12000,0,58000,12000,Kemas bubble wrap,,mega_permata276,Ayu Nugraha,8121070431,"Jl. Merdeka No. 90, Bandung",Bandung,Jawa Barat,2024-03-07 16:01:47
SP494320335803,Selesai,,,SHP69144991675,Hemat,Pick-up,2024-03-02 14:16:13,2024-03-01 10:16:13,2024-02-29 14:16:13,2024-02-29 16:37:13,COD,GDS-SPR-MAN-20,Gendes Feminine Wash Spray Mango 20ml,GDS-SPR-MAN-20,Spray 20ml - Mango,29000,25000,3,0,75000,12000,4800,7200,0.08,3,0.24,Gudang Jakarta Selatan,5000,2000,0,0,0,0,2000,0,22000,22000,0,90000,22000,,,nina_susanto164,Arif Kurniawan,8515609514,"Jl. Ahmad Yani No. 118, Bogor",Bogor,Jawa Barat,2024-03-04 15:16:13
SP206713055315,Selesai,,,SHP77537964868,Standar,Antar ke counter,2024-03-02 16:20:11,2024-03-01 13:20:11,2024-02-29 16:20:11,2024-02-29 16:42:11,OVO,GDS-FOA-BUB-20,Gendes Feminine Wash Foam Bubblegum 20ml,GDS-FOA-BUB-20,Foam 20ml - Bubblegum,29000,24000,1,0,24000,5000,2000,3000,0.08,1,0.08,Gudang Surabaya,5000,2000,0,0,0,0,2000,0,18000,18000,0,35000,18000,,,dewi_rahayu946,Fitri Putri,8061650472,"Jl. Sudirman No. 90, Surabaya",Surabaya,Jawa Timur,2024-03-03 20:20:11
SP811013540500,Selesai,,,SHP17446023575,Express,Pick-up,2024-03-02 20:43:45,2024-03-01 16:43:45,2024-02-29 20:43:45,2024-02-29 20:53:45,GoPay,GDS-SPR-HAZ-20,Gendes Feminine Wash Spray Hazelnut 20ml,GDS-SPR-HAZ-20,Spray 20ml - Hazelnut,29000,29000,1,0,29000,0,0,0,0.08,1,0.08,Gudang Surabaya,0,0,0,0,0,0,0,0,18000,18000,0,47000,18000,Tolong dikemas rapi,,hendra_anggraini433,Dewi Wibowo,8860969253,"Jl. Ahmad Yani No. 105, Denpasar",Denpasar,Bali,2024-03-04 23:43:45
SP989168783965,Selesai,,,SHP17613228081,Instant,Antar ke counter,2024-03-02 20:47:59,2024-03-01 17:47:59,2024-02-29 20:47:59,2024-02-29 21:41:59,Transfer Bank,GDS-SPR-BUB-60,Gendes Feminine Wash Spray Bubblegum 60ml,GDS-SPR-BUB-60,Spray 60ml - Bubblegum,59000,46000,2,0,92000,26000,10400,15600,0.15,2,0.3,Gudang Jakarta Selatan,0,2000,0,0,0,0,2000,0,22000,22000,0,112000,22000,Kemas bubble wrap,,mega_santoso551,Laras Sari,8288741594,"Jl. Diponegoro No. 39, Malang",Malang,Jawa Timur,2024-03-07 23:47:59
SP702491402246,Selesai,,,SHP97761185330,Hemat,Pick-up,2024-03-03 15:43:08,2024-03-02 13:43:08,2024-03-01 15:43:08,2024-03-01 17:25:08,ShopeePay,GDS-FOA-BUB-60,Gendes Feminine Wash Foam Bubblegum 60ml,GDS-FOA-BUB-60,Foam 60ml - Bubblegum,59000,49000,1,0,49000,10000,4000,6000,0.15,1,0.15,Gudang Jakarta Selatan,5000,0,0,0,0,0,0,0,18000,18000,0,62000,18000,,,wati_handayani259,Nina Wijaya,8927243067,"Jl. Gatot Subroto No. 128, Banjarbaru",Banjarbaru,Kalimantan Selatan,2024-03-05 20:43:08
SP970201947474,Selesai,,,SHP78950581224,Hemat,Antar ke counter,2024-03-03 18:29:40,2024-03-02 14:29:40,2024-03-01 18:29:40,2024-03-01 19:01:40,GoPay,GDS-SPR-VAN-60,Gendes Feminine Wash Spray Vanilla 60ml,GDS-SPR-VAN-60,Spray 60ml - Vanilla,59000,54000,1,0,54000,5000,0,5000,0.15,1,0.15,Gudang Bandung,0,1000,0,0,0,0,1000,0,22000,22000,0,75000,22000,,,yuni_setiawan465,Vera Putri,8579208236,"Jl. Gatot Subroto No. 22, Semarang",Semarang,Jawa Tengah,2024-03-05 20:29:40
SP566375159325,Selesai,,,SHP85943518673,Hemat,Pick-up,2024-03-03 21:27:23,2024-03-02 19:27:23,2024-03-01 21:27:23,2024-03-01 23:35:23,ShopeePay,GDS-SPR-BUB-20,Gendes Feminine Wash Spray Bubblegum 20ml,GDS-SPR-BUB-20,Spray 20ml - Bubblegum,29000,27000,2,0,54000,4000,0,4000,0.08,2,0.16,Gudang Jakarta Selatan,0,0,0,0,0,0,0,0,22000,22000,0,76000,22000,,,lia_handayani645,Sari Kurniawan,8909276736,"Jl. Merdeka No. 199, Depok",Depok,Jawa Barat,2024-03-06 01:27:23
SP967620276126,Selesai,,,SHP67952966556,Hemat,Antar ke counter,2024-03-03 23:30:33,2024-03-02 19:30:33,2024-03-01 23:30:33,2024-03-02 01:53:33,GoPay,GDS-SPR-VAN-60,Gendes Feminine Wash Spray Vanilla 60ml,GDS-SPR-VAN-60,Spray 60ml - Vanilla,59000,54000,1,0,54000,5000,0,5000,0.15,1,0.15,Gudang Surabaya,0,0,0,0,0,0,0,0,22000,22000,0,76000,22000,,,indah_santoso680,Rina Setiawan,8090830692,"Jl. Sudirman No. 13, Bengkalis",Bengkalis,Riau,2024-03-06 03:30:33
SP170513828696,Selesai,,,SHP36891860936,Standar,Antar ke counter,2024-03-04 18:48:45,2024-03-03 18:48:45,2024-03-02 18:48:45,2024-03-02 19:26:45,Dana,GDS-FOA-BUB-60,Gendes Feminine Wash Foam Bubblegum 60ml,GDS-FOA-BUB-60,Foam 60ml - Bubblegum,59000,51000,1,0,51000,8000,3200,4800,0.15,1,0.15,Gudang Medan,5000,1000,5000,0,0,0,1000,0,15000,15000,0,55000,15000,,,sri_nugraha166,Lia Gunawan,8990761918,"Jl. Merdeka No. 190, Jakarta Barat",Jakarta Barat,DKI Jakarta,2024-03-08 20:48:45
SP587263690457,Selesai,,,SHP22650759003,Hemat,Pick-up,2024-03-05 21:47:02,2024-03-04 21:47:02,2024-03-03 21:47:02,2024-03-03 23:21:02,ShopeePay,GDS-SPR-VAN-60,Gendes Feminine Wash Spray Vanilla 60ml,GDS-SPR-VAN-60,Spray 60ml - Vanilla,59000,59000,3,0,177000,0,0,0,0.15,3,0.45,Gudang Surabaya,0,2000,0,0,0,0,2000,0,12000,12000,0,187000,12000,,,ani_kurniawan529,Andi Handayani,8550043753,"Jl. Merdeka No. 86, Bogor",Bogor,Jawa Barat,2024-03-08 23:47:02
SP717716123341,Dibatalkan,Pesanan duplikat,Dibatalkan,,Express,Antar ke counter,2024-03-05 22:24:20,2024-03-05 02:24:20,2024-03-03 22:24:20,,Dana,GDS-SPR-BUB-60,Gendes Feminine Wash Spray Bubblegum 60ml,GDS-SPR-BUB-60,Spray 60ml - Bubblegum,59000,55000,1,0,55000,4000,0,4000,0.15,1,0.15,Gudang Medan,0,0,0,0,0,0,0,0,0,0,0,0,22000,Kemas bubble wrap,,ayu_wijaya399,Risa Anggraini,8748675675,"Jl. Ahmad Yani No. 198, Jakarta Barat",Jakarta Barat,DKI Jakarta,
SP602754788934,Selesai,,,SHP31924320453,Express,Pick-up,2024-03-06 14:08:05,2024-03-05 12:08:05,2024-03-04 14:08:05,2024-03-04 14:47:05,Dana,GDS-SPR-VAN-60,Gendes Feminine Wash Spray Vanilla 60ml,GDS-SPR-VAN-60,Spray 60ml - Vanilla,59000,53000,2,0,106000,12000,0,12000,0.15,2,0.3,Gudang Jakarta Selatan,0,0,0,0,0,0,0,0,18000,18000,0,124000,18000,,,mega_wijaya662,Yoga Kusuma,8010320823,"Jl. Sudirman No. 25, Depok",Depok,Jawa Barat,2024-03-08 19:08:05
SP541894687856,Selesai,,,SHP24403375004,Hemat,Pick-up,2024-03-06 15:32:23,2024-03-05 18:32:23,2024-03-04 15:32:23,2024-03-04 16:55:23,ShopeePay,GDS-FOA-BUB-60,Gendes Feminine Wash Foam Bubblegum 60ml,GDS-FOA-BUB-60,Foam 60ml - Bubblegum,59000,59000,3,0,177000,0,0,0,0.15,3,0.45,Gudang Medan,0,2000,0,0,0,0,2000,0,8000,8000,0,183000,8000,,,fitri_wibowo782,Tari Nugraha,8449043946,"Jl. Merdeka No. 112, Bengkalis",Bengkalis,Riau,2024-03-09 20:32:23
SP672004088263,Selesai,,,SHP11638809075,Standar,Pick-up,2024-03-06 17:33:24,2024-03-05 18:33:24,2024-03-04 17:33:24,2024-03-04 17:35:24,Kartu Kredit,GDS-SPR-VAN-60,Gendes Feminine Wash Spray Vanilla 60ml,GDS-SPR-VAN-60,Spray 60ml - Vanilla,59000,55000,3,0,165000,12000,0,12000,0.15,3,0.45,Gudang Surabaya,0,1000,0,0,0,0,1000,0,12000,12000,0,176000,12000,,,vera_hartono499,Laras Sari,8189568864,"Jl. Diponegoro No. 148, Jakarta Utara",Jakarta Utara,DKI Jakarta,2024-03-08 18:33:24
SP552865194247,Selesai,,,SHP84277319218,Standar,Pick-up,2024-03-07 08:20:38,2024-03-06 04:20:38,2024-03-05 08:20:38,2024-03-05 08:55:38,COD,GDS-SPR-BUB-60,Gendes Feminine Wash Spray Bubblegum 60ml,GDS-SPR-BUB-60,Spray 60ml - Bubblegum,59000,51000,1,0,51000,8000,3200,4800,0.15,1,0.15,Gudang Jakarta Selatan,10000,0,5000,0,0,0,0,0,12000,12000,0,48000,12000,,,andi_santoso626,Indah Kurniawan,8736090857,"Jl. Sudirman No. 58, Salatiga",Salatiga,Jawa Tengah,2024-03-08 13:20:38
SP805087343759,Selesai,,,SHP91314406875,Express,Antar ke counter,2024-03-07 16:15:53,2024-03-06 12:15:53,2024-03-05 16:15:53,2024-03-05 17:01:53,GoPay,GDS-SPR-VAN-20,Gendes Feminine Wash Spray Vanilla 20ml,GDS-SPR-VAN-20,Spray 20ml - Vanilla,29000,25000,1,0,25000,4000,1600,2400,0.08,1,0.08,Gudang Medan,0,2000,0,0,0,0,2000,0,12000,12000,0,35000,12000,,,ayu_wijaya399,Ratna Cahyani,8151216760,"Jl. Diponegoro No. 156, Depok",Depok,Jawa Barat,2024-03-07 19:15:53
SP563201620635,Selesai,,,SHP60401645541,Express,Pick-up,2024-03-07 20:32:29,2024-03-06 18:32:29,2024-03-05 20:32:29,2024-03-05 23:16:29,Transfer Bank,GDS-BDL-FS-60,Gendes Bundle Foam+Spray 60ml,GDS-BDL-FS-60,Bundle Foam+Spray 60ml,110000,98000,1,0,98000,12000,4800,7200,0.3,1,0.3,Gudang Surabaya,10000,2000,5000,0,0,0,2000,0,22000,22000,0,103000,22000,,,nina_hartono775,Fitri Lestari,8445039863,"Jl. Diponegoro No. 51, Gresik",Gresik,Jawa Timur,2024-03-10 22:32:29
SP151524284586,Dibatalkan,Stok habis,Dibatalkan,,Standar,Antar ke counter,2024-03-07 21:19:07,2024-03-06 21:19:07,2024-03-05 21:19:07,,Kartu Kredit,GDS-SPR-MAN-60,Gendes Feminine Wash Spray Mango 60ml,GDS-SPR-MAN-60,Spray 60ml - Mango,59000,55000,1,0,55000,4000,0,4000,0.15,1,0.15,Gudang Bandung,0,2000,0,0,0,0,2000,0,0,0,0,0,8000,Tolong dikemas rapi,,dian_wibowo271,Lia Wibowo,8315307079,"Jl. Merdeka No. 159, Jakarta Timur",Jakarta Timur,DKI Jakarta,
SP451368573360,Selesai,,,SHP48638587001,Express,Pick-up,2024-03-08 17:49:35,2024-03-07 18:49:35,2024-03-06 17:49:35,2024-03-06 17:54:35,Transfer Bank,GDS-SPR-VAN-20,Gendes Feminine Wash Spray Vanilla 20ml,GDS-SPR-VAN-20,Spray 20ml - Vanilla,29000,29000,1,0,29000,0,0,0,0.08,1,0.08,Gudang Jakarta Selatan,0,2000,0,0,0,0,2000,0,18000,18000,0,45000,18000,,,bagas_wibowo212,Wati Nugraha,8183378814,"Jl. Gatot Subroto No. 193, Solok",Solok,Sumatera Barat,2024-03-09 19:49:35
SP660249636681,Selesai,,,SHP17741811189,Instant,Pick-up,2024-03-08 20:23:58,2024-03-07 19:23:58,2024-03-06 20:23:58,2024-03-06 20:26:58,QRIS,GDS-FOA-VAN-60,Gendes Feminine Wash Foam Vanilla 60ml,GDS-FOA-VAN-60,Foam 60ml - Vanilla,59000,58000,2,0,116000,2000,0,2000,0.15,2,0.3,Gudang Medan,0,0,0,0,0,0,0,0,12000,12000,0,128000,12000,,,vera_hartono499,Yuni Rahayu,8053576036,"Jl. Gatot Subroto No. 54, Cimahi",Cimahi,Jawa Barat,2024-03-11 21:23:58
SP578098529999,Selesai,,,SHP92247898369,Standar,Antar ke counter,2024-03-08 21:23:44,2024-03-07 18:23:44,2024-03-06 21:23:44,2024-03-06 23:12:44,ShopeePay,GDS-FOA-MAN-60,Gendes Feminine Wash Foam Mango 60ml,GDS-FOA-MAN-60,Foam 60ml - Mango,59000,50000,1,0,50000,9000,3600,5400,0.15,1,0.15,Gudang Medan,0,1000,5000,0,0,0,1000,0,15000,15000,0,59000,15000,,,putri_rahayu993,Fitri Kurniawan,8648517827,"Jl. Sudirman No. 191, Semarang",Semarang,Jawa Tengah,2024-03-12 23:23:44
SP167541359140,Selesai,,,SHP50277571772,Standar,Pick-up,2024-03-09 07:14:01,2024-03-08 07:14:01,2024-03-07 07:14:01,2024-03-07 07:46:01,Transfer Bank,GDS-FOA-MAN-60,Gendes Feminine Wash Foam Mango 60ml,GDS-FOA-MAN-60,Foam 60ml - Mango,59000,48000,1,0,48000,11000,4400,6600,0.15,1,0.15,Gudang Jakarta Selatan,10000,0,0,0,0,0,0,0,18000,18000,0,56000,18000,,,hendra_purnama113,Bagas Santoso,8596278387,"Jl. Gatot Subroto No. 123, Bandung",Bandung,Jawa Barat,2024-03-13 12:14:01
SP240787118659,Selesai,,,SHP13771295822,Standar,Pick-up,2024-03-09 18:08:40,2024-03-08 15:08:40,2024-03-07 18:08:40,2024-03-07 19:31:40,Kartu Kredit,GDS-FOA-BUB-60,Gendes Feminine Wash Foam Bubblegum 60ml,GDS-FOA-BUB-60,Foam 60ml - Bubblegum,59000,55000,1,0,55000,4000,0,4000,0.15,1,0.15,Gudang Bandung,0,0,0,0,0,0,0,0,18000,18000,0,73000,18000,,,hana_nugraha972,Yuni Wijaya,8936756275,"Jl. Sudirman No. 88, Surabaya",Surabaya,Jawa Timur,2024-03-13 22:08:40
SP429238030448,Selesai,,,SHP62556924440,Hemat,Pick-up,2024-03-09 22:34:19,2024-03-08 23:34:19,2024-03-07 22:34:19,2024-03-08 01:03:19,Transfer Bank,GDS-FOA-VAN-60,Gendes Feminine Wash Foam Vanilla 60ml,GDS-FOA-VAN-60,Foam 60ml - Vanilla,59000,52000,1,0,52000,7000,2800,4200,0.15,1,0.15,Gudang Bandung,0,2000,0,0,0,0,2000,0,22000,22000,0,72000,22000,,,nina_lestari754,Reza Lestari,8544765839,"Jl. Merdeka No. 18, Malang",Malang,Jawa Timur,2024-03-13 01:34:19
SP490309510147,Selesai,,,SHP72360635356,Standar,Antar ke counter,2024-03-10 10:30:17,2024-03-09 14:30:17,2024-03-08 10:30:17,2024-03-08 11:03:17,COD,GDS-FOA-VAN-60,Gendes Feminine Wash Foam Vanilla 60ml,GDS-FOA-VAN-60,Foam 60ml - Vanilla,59000,54000,1,0,54000,5000,0,5000,0.15,1,0.15,Gudang Bandung,0,1000,0,0,0,0,1000,0,8000,8000,0,61000,8000,,,arif_permata200,Dewi Sari,8997385442,"Jl. Sudirman No. 16, Yogyakarta",Yogyakarta,Jawa Tengah,2024-03-12 12:30:17
SP149915303740,Pengembalian Dana/Barang,,Pengembalian,SHP98295807067,Express,Pick-up,2024-03-10 11:41:28,2024-03-09 13:41:28,2024-03-08 11:41:28,2024-03-08 14:15:28,Kartu Kredit,GDS-SPR-GRA-60,Gendes Feminine Wash Spray Grape 60ml,GDS-SPR-GRA-60,Spray 60ml - Grape,59000,51000,1,1,51000,8000,3200,4800,0.15,1,0.15,Gudang Medan,5000,0,0,0,0,0,0,0,15000,15000,15000,15000,15000,,,dewi_hartono517,Lia Pratama,8247711578,"Jl. Gatot Subroto No. 50, Jakarta Utara",Jakarta Utara,DKI Jakarta,2024-03-13 16:41:28
SP912756190243,Selesai,,,SHP22218082936,Hemat,Pick-up,2024-03-10 12:15:29,2024-03-09 15:15:29,2024-03-08 12:15:29,2024-03-08 12:20:29,OVO,GDS-BDL-SS-60,Gendes Bundle Spray+Spray 60ml,GDS-BDL-SS-60,Bundle Spray+Spray 60ml,110000,100000,1,0,100000,10000,0,10000,0.3,1,0.3,Gudang Medan,0,1000,5000,0,0,0,1000,0,8000,8000,0,102000,8000,,,ratna_handayani746,Dewi Santoso,8191666162,"Jl. Sudirman No. 192, Bogor",Bogor,Jawa Barat,2024-03-11 16:15:29
SP794191999901,Selesai,,,SHP71469659572,Standar,Pick-up,2024-03-10 12:29:04,2024-03-09 09:29:04,2024-03-08 12:29:04,2024-03-08 13:17:04,Transfer Bank,GDS-SPR-VAN-60,Gendes Feminine Wash Spray Vanilla 60ml,GDS-SPR-VAN-60,Spray 60ml - Vanilla,59000,48000,1,0,48000,11000,4400,6600,0.15,1,0.15,Gudang Bandung,0,1000,0,0,0,0,1000,0,18000,18000,0,65000,18000,,,budi_permata165,Tari Wibowo,8670716714,"Jl. Diponegoro No. 171, Jakarta Utara",Jakarta Utara,DKI Jakarta,2024-03-12 14:29:04
SP934479135106,Selesai,,,SHP38433667218,Instant,Antar ke counter,2024-03-10 13:29:03,2024-03-09 11:29:03,2024-03-08 13:29:03,2024-03-08 13:50:03,OVO,GDS-SPR-VAN-60,Gendes Feminine Wash Spray Vanilla 60ml,GDS-SPR-VAN-60,Spray 60ml - Vanilla,59000,42000,1,0,42000,17000,6800,10200,0.15,1,0.15,Gudang Jakarta Selatan,5000,2000,5000,0,0,0,2000,0,15000,15000,0,45000,15000,Jangan sampai bocor,,eka_wibowo571,Fitri Setiawan,8424711558,"Jl. Ahmad Yani No. 47, Deli Serdang",Deli Serdang,Sumatera Utara,2024-03-13 14:29:03
SP834332649009,Selesai,,,SHP68639871855,Express,Antar ke counter,2024-03-10 20:32:24,2024-03-09 16:32:24,2024-03-08 20:32:24,2024-03-08 21:01:24,ShopeePay,GDS-FOA-MAN-20,Gendes Feminine Wash Foam Mango 20ml,GDS-FOA-MAN-20,Foam 20ml - Mango,29000,24000,2,0,48000,10000,4000,6000,0.08,2,0.16,Gudang Bandung,5000,1000,0,0,0,0,1000,0,8000,8000,0,50000,8000,,,sari_setiawan776,Tari Permata,8538336425,"Jl. Sudirman No. 3, Pasuruan",Pasuruan,Jawa Timur,2024-03-13 00:32:24
SP418123975882,Selesai,,,SHP95280110922,Instant,Antar ke counter,2024-03-11 20:25:17,2024-03-10 20:25:17,2024-03-09 20:25:17,2024-03-09 20:47:17,QRIS,GDS-FOA-VAN-60,Gendes Feminine Wash Foam Vanilla 60ml,GDS-FOA-VAN-60,Foam 60ml - Vanilla,59000,53000,1,0,53000,6000,0,6000,0.15,1,0.15,Gudang Surabaya,0,0,0,0,0,0,0,0,8000,8000,0,61000,8000,Jangan sampai bocor,,budi_setiawan990,Indah Putri,8705682583,"Jl. Ahmad Yani No. 11, Tangerang",Tangerang,Banten,2024-03-15 00:25:17
SP983416616575,Selesai,,,SHP80911166201,Instant,Antar ke counter,2024-03-11 20:59:10,2024-03-10 22:59:10,2024-03-09 20:59:10,2024-03-09 21:50:10,Kartu Kredit,GDS-FOA-VAN-60,Gendes Feminine Wash Foam Vanilla 60ml,GDS-FOA-VAN-60,Foam 60ml - Vanilla,59000,50000,1,0,50000,9000,3600,5400,0.15,1,0.15,Gudang Bandung,0,0,5000,0,0,0,0,0,15000,15000,0,60000,15000,,,reza_purnama828,Budi Permata,8449810632,"Jl. Gatot Subroto No. 115, Jakarta Utara",Jakarta Utara,DKI Jakarta,2024-03-16 01:59:10
SP774694608257,Selesai,,,SHP21838422079,Instant,Pick-up,2024-03-11 23:34:56,2024-03-10 21:34:56,2024-03-09 23:34:56,2024-03-10 01:53:56,COD,GDS-FOA-VAN-60,Gendes Feminine Wash Foam Vanilla 60ml,GDS-FOA-VAN-60,Foam 60ml - Vanilla,59000,51000,1,0,51000,8000,3200,4800,0.15,1,0.15,Gudang Bandung,10000,0,0,0,0,0,0,0,15000,15000,0,56000,15000,,,mega_rahayu391,Risa Setiawan,8069782099,"Jl. Ahmad Yani No. 129, Jakarta Selatan",Jakarta Selatan,DKI Jakarta,2024-03-15 01:34:56
SP504177272070,Selesai,,,SHP18232436215,Standar,Pick-up,2024-03-12 19:28:20,2024-03-11 23:28:20,2024-03-10 19:28:20,2024-03-10 22:06:20,GoPay,GDS-FOA-VAN-60,Gendes Feminine Wash Foam Vanilla 60ml,GDS-FOA-VAN-60,Foam 60ml - Vanilla,59000,52000,1,0,52000,7000,2800,4200,0.15,1,0.15,Gudang Jakarta Selatan,0,0,0,0,0,0,0,0,22000,22000,0,74000,22000,Tolong dikemas rapi,,reza_setiawan632,Rizky Anggraini,8168068030,"Jl. Sudirman No. 187, Jakarta Selatan",Jakarta Selatan,DKI Jakarta,2024-03-14 00:28:20
SP642702302197,Pengembalian Dana/Barang,,Pengembalian,SHP66866436972,Express,Antar ke counter,2024-03-13 09:39:15,2024-03-12 08:39:15,2024-03-11 09:39:15,2024-03-11 12:29:15,OVO,GDS-FOA-VAN-60,Gendes Feminine Wash Foam Vanilla 60ml,GDS-FOA-VAN-60,Foam 60ml - Vanilla,59000,50000,3,3,150000,27000,10800,16200,0.15,3,0.45,Gudang Surabaya,5000,2000,5000,0,0,0,2000,0,8000,8000,8000,8000,8000,Jangan sampai bocor,,hendra_wibowo495,Mega Putri,8549599291,"Jl. Gatot Subroto No. 153, Jakarta Pusat",Jakarta Pusat,DKI Jakarta,2024-03-14 12:39:15
SP117733200314,Selesai,,,SHP90313138806,Express,Pick-up,2024-03-13 18:11:00,2024-03-12 18:11:00,2024-03-11 18:11:00,2024-03-11 18:36:00,COD,GDS-SPR-VAN-60,Gendes Feminine Wash Spray Vanilla 60ml,GDS-SPR-VAN-60,Spray 60ml - Vanilla,59000,51000,1,0,51000,8000,3200,4800,0.15,1,0.15,Gudang Surabaya,0,0,0,0,0,0,0,0,22000,22000,0,73000,22000,,,ani_pratama783,Dewi Hartono,8016801153,"Jl. Gatot Subroto No. 5, Bandung",Bandung,Jawa Barat,2024-03-14 22:11:00
SP136138083099,Selesai,,,SHP90961216658,Express,Pick-up,2024-03-13 19:04:28,2024-03-12 18:04:28,2024-03-11 19:04:28,2024-03-11 21:36:28,GoPay,GDS-FOA-MAN-20,Gendes Feminine Wash Foam Mango 20ml,GDS-FOA-MAN-20,Foam 20ml - Mango,29000,27000,2,0,54000,4000,0,4000,0.08,2,0.16,Gudang Jakarta Selatan,0,0,5000,0,0,0,0,0,12000,12000,0,61000,12000,,,laras_permata475,Vera Rahayu,8532562488,"Jl. Diponegoro No. 166, Jakarta Barat",Jakarta Barat,DKI Jakarta,2024-03-14 20:04:28
SP905607749075,Selesai,,,SHP64473734268,Standar,Antar ke counter,2024-03-13 21:07:02,2024-03-12 22:07:02,2024-03-11 21:07:02,2024-03-11 22:43:02,Transfer Bank,GDS-FOA-GRA-60,Gendes Feminine Wash Foam Grape 60ml,GDS-FOA-GRA-60,Foam 60ml - Grape,59000,52000,2,0,104000,14000,5600,8400,0.15,2,0.3,Gudang Bandung,0,0,5000,0,0,0,0,0,15000,15000,0,114000,15000,,,lina_susanto77,Yuni Handayani,8411935391,"Jl. Merdeka No. 61, Jakarta Utara",Jakarta Utara,DKI Jakarta,2024-03-15 22:07:02
SP146025492537,Selesai,,,SHP65732263950,Standar,Antar ke counter,2024-03-14 10:03:04,2024-03-13 11:03:04,2024-03-12 10:03:04,2024-03-12 12:59:04,OVO,GDS-SPR-VAN-20,Gendes Feminine Wash Spray Vanilla 20ml,GDS-SPR-VAN-20,Spray 20ml - Vanilla,29000,22000,2,0,44000,14000,5600,8400,0.08,2,0.16,Gudang Surabaya,10000,1000,5000,0,0,0,1000,0,18000,18000,0,46000,18000,,,tika_gunawan485,Laras Rahayu,8088925857,"Jl. Diponegoro No. 52, Surabaya",Surabaya,Jawa Timur,2024-03-15 15:03:04
